country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,source,reported_date
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-06-07
Albania,AL,ALB,2862427,,4,"Epidemic intelligence, national daily data",2020-10-24
Ukraine,UA,UKR,43733759,,17,"Epidemic intelligence, national daily data",2020-05-31
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-03-03
Kosovo,,,1798506,,0,"Epidemic intelligence, national daily data",2020-04-03
Armenia,AM,ARM,2963234,,0,"Epidemic intelligence, national daily data",2020-04-26
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-09-28
Denmark,DK,DNK,5806081,,1,"Epidemic intelligence, national daily data",2020-05-26
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-06-06
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-02-25
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-06-27
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-01-10
North Macedonia,MK,MKD,2077132,,4,"Epidemic intelligence, national daily data",2020-08-10
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-03-25
Armenia,AM,ARM,2963234,,0,"Epidemic intelligence, national daily data",2020-02-27
Austria,AT,AUT,8858775,,0,"Epidemic intelligence, national daily data",2020-03-18
Bulgaria,BG,BGR,7000039,,2,"Epidemic intelligence, national daily data",2020-04-02
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-06-24
Switzerland,CH,CHE,8544527,,1,"Epidemic intelligence, national daily data",2020-08-19
Sweden,SE,SWE,10230185,,44,"Epidemic intelligence, national daily data",2020-05-25
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-09-26
Ukraine,UA,UKR,43733759,,0,"Epidemic intelligence, national daily data",2020-02-09
Bulgaria,BG,BGR,7000039,,0,"Epidemic intelligence, national daily data",2020-03-24
Czechia,CZ,CZE,10649800,,2,"Epidemic intelligence, national daily data",2020-08-30
France,FR,FRA,67012883,,32,"Epidemic intelligence, national daily data",2020-08-28
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-02-14
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-05-24
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-03-11
Serbia,RS,SRB,6963764,,3,"Epidemic intelligence, national daily data",2020-08-20
Sweden,SE,SWE,10230185,,77,"Epidemic intelligence, national daily data",2020-04-23
Netherlands,NL,NLD,17282163,,2,"Epidemic intelligence, national daily data",2020-06-28
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-06-12
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-08-02
Switzerland,CH,CHE,8544527,,0,"Epidemic intelligence, national daily data",2020-08-21
Spain,ES,ESP,46937060,,1,"Epidemic intelligence, national daily data",2020-05-28
Bosnia and Herzegovina,BA,BIH,3280815,,14,"Epidemic intelligence, national daily data",2020-08-26
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-07-04
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-02-27
Kosovo,,,1798506,,10,"Epidemic intelligence, national daily data",2020-08-22
Netherlands,NL,NLD,17282163,,3,"Epidemic intelligence, national daily data",2020-07-23
Belgium,BE,BEL,11455519,,4,"Epidemic intelligence, national daily data",2020-08-21
Germany,DE,DEU,83019213,,2,"Epidemic intelligence, national daily data",2020-03-13
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-07-17
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-08-30
Bulgaria,BG,BGR,7000039,,5,"Epidemic intelligence, national daily data",2020-07-09
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-04-28
Russia,RU,RUS,145934460,,144,"Epidemic intelligence, national daily data",2020-09-18
Kosovo,,,1798506,,0,"Epidemic intelligence, national daily data",2020-03-10
Russia,RU,RUS,145934460,,98,"Epidemic intelligence, national daily data",2020-05-09
Croatia,HR,HRV,4076246,,0,"Epidemic intelligence, national daily data",2020-06-20
Serbia,RS,SRB,6963764,,5,"Epidemic intelligence, national daily data",2020-04-05
Albania,AL,ALB,2862427,,4,"Epidemic intelligence, national daily data",2020-08-21
Romania,RO,ROU,19414458,,0,"Epidemic intelligence, national daily data",2020-03-06
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-05-29
Sweden,SE,SWE,10230185,,0,"Epidemic intelligence, national daily data",2020-01-11
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-04-06
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-02-04
Sweden,SE,SWE,10230185,,43,"Epidemic intelligence, national daily data",2020-06-05
Montenegro,ME,MNE,622182,,3,"Epidemic intelligence, national daily data",2020-10-10
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-10-23
United Kingdom,UK,GBR,66647112,,212,"Epidemic intelligence, national daily data",2020-03-30
Hungary,HU,HUN,9772756,,1,"Epidemic intelligence, national daily data",2020-06-18
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-01-03
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-01-07
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-09-23
Hungary,HU,HUN,9772756,,0,"Epidemic intelligence, national daily data",2020-08-19
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-04-03
Russia,RU,RUS,145934460,,2,"Epidemic intelligence, national daily data",2020-03-28
Spain,ES,ESP,46937060,,367,"Epidemic intelligence, national daily data",2020-04-24
Norway,NO,NOR,5328212,,2,"Epidemic intelligence, national daily data",2020-04-26
Netherlands,NL,NLD,17282163,,7,"Epidemic intelligence, national daily data",2020-09-19
North Macedonia,MK,MKD,2077132,,7,"Epidemic intelligence, national daily data",2020-07-13
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-02-27
Bulgaria,BG,BGR,7000039,,4,"Epidemic intelligence, national daily data",2020-06-09
Romania,RO,ROU,19414458,,73,"Epidemic intelligence, national daily data",2020-10-25
France,FR,FRA,67012883,,31,"Epidemic intelligence, national daily data",2020-06-07
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-05-09
Azerbaijan,AZ,AZE,10139175,,1,"Epidemic intelligence, national daily data",2020-10-01
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-02-16
Romania,RO,ROU,19414458,,0,"Epidemic intelligence, national daily data",2020-02-13
Turkey,TR,TUR,82003882,,55,"Epidemic intelligence, national daily data",2020-10-10
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-09-03
Armenia,AM,ARM,2963234,,0,"Epidemic intelligence, national daily data",2020-01-23
Estonia,EE,EST,1324820,,0,"Epidemic intelligence, national daily data",2020-07-05
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-08-12
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-09-23
Armenia,AM,ARM,2963234,,2,"Epidemic intelligence, national daily data",2020-08-24
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-08-02
Georgia,GE,GEO,3989175,,4,"Epidemic intelligence, national daily data",2020-10-18
Albania,AL,ALB,2862427,,0,"Epidemic intelligence, national daily data",2020-05-11
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-01-10
Hungary,HU,HUN,9772756,,0,"Epidemic intelligence, national daily data",2020-07-17
Italy,IT,ITA,60359546,,7,"Epidemic intelligence, national daily data",2020-07-12
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-02-14
Belgium,BE,BEL,11455519,,1,"Epidemic intelligence, national daily data",2020-07-09
Croatia,HR,HRV,4076246,,4,"Epidemic intelligence, national daily data",2020-09-25
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-01-16
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-05-18
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-05-01
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-06-26
Austria,AT,AUT,8858775,,1,"Epidemic intelligence, national daily data",2020-09-27
Norway,NO,NOR,5328212,,4,"Epidemic intelligence, national daily data",2020-06-23
Denmark,DK,DNK,5806081,,0,"Epidemic intelligence, national daily data",2020-02-19
Sweden,SE,SWE,10230185,,20,"Epidemic intelligence, national daily data",2020-07-01
Moldova,MD,MDA,4033963,,5,"Epidemic intelligence, national daily data",2020-08-11
Bosnia and Herzegovina,BA,BIH,3280815,,0,"Epidemic intelligence, national daily data",2020-03-05
Bosnia and Herzegovina,BA,BIH,3280815,,9,"Epidemic intelligence, national daily data",2020-08-24
Belgium,BE,BEL,11455519,,9,"Epidemic intelligence, national daily data",2020-08-20
Germany,DE,DEU,83019213,,2,"Epidemic intelligence, national daily data",2020-08-23
Hungary,HU,HUN,9772756,,2,"Epidemic intelligence, national daily data",2020-07-10
Poland,PL,POL,37972812,,30,"Epidemic intelligence, national daily data",2020-06-19
Germany,DE,DEU,83019213,,4,"Epidemic intelligence, national daily data",2020-08-18
Ireland,IE,IRL,4904240,,0,"Epidemic intelligence, national daily data",2020-08-29
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-09-30
North Macedonia,MK,MKD,2077132,,6,"Epidemic intelligence, national daily data",2020-07-11
Belgium,BE,BEL,11455519,,71,"Epidemic intelligence, national daily data",2020-05-08
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-03-26
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-08-07
Germany,DE,DEU,83019213,,9,"Epidemic intelligence, national daily data",2020-09-26
Norway,NO,NOR,5328212,,11,"Epidemic intelligence, national daily data",2020-04-14
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-05-13
Albania,AL,ALB,2862427,,0,"Epidemic intelligence, national daily data",2020-05-23
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-10-13
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-04-02
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-08-04
Spain,ES,ESP,46937060,,76,"Epidemic intelligence, national daily data",2020-10-07
Turkey,TR,TUR,82003882,,12,"Epidemic intelligence, national daily data",2020-03-22
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-07-02
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-01-17
Poland,PL,POL,37972812,,32,"Epidemic intelligence, national daily data",2020-10-12
Czechia,CZ,CZE,10649800,,5,"Epidemic intelligence, national daily data",2020-04-22
Switzerland,CH,CHE,8544527,,0,"Epidemic intelligence, national daily data",2020-06-03
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-10-02
Bosnia and Herzegovina,BA,BIH,3280815,,4,"Epidemic intelligence, national daily data",2020-05-14
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-04-27
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-05-12
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-02-07
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-06-18
Czechia,CZ,CZE,10649800,,3,"Epidemic intelligence, national daily data",2020-08-25
Russia,RU,RUS,145934460,,143,"Epidemic intelligence, national daily data",2020-06-16
Belgium,BE,BEL,11455519,,0,"Epidemic intelligence, national daily data",2020-01-04
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-07-24
Serbia,RS,SRB,6963764,,0,"Epidemic intelligence, national daily data",2020-01-06
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-06-16
Italy,IT,ITA,60359546,,70,"Epidemic intelligence, national daily data",2020-05-29
Finland,FI,FIN,5517919,,1,"Epidemic intelligence, national daily data",2020-06-23
Turkey,TR,TUR,82003882,,57,"Epidemic intelligence, national daily data",2020-05-08
France,FR,FRA,67012883,,0,"Epidemic intelligence, national daily data",2020-02-06
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-07-10
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-02-29
Serbia,RS,SRB,6963764,,11,"Epidemic intelligence, national daily data",2020-07-16
Netherlands,NL,NLD,17282163,,0,"Epidemic intelligence, national daily data",2020-01-05
Belgium,BE,BEL,11455519,,0,"Epidemic intelligence, national daily data",2020-02-20
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-03-13
Moldova,MD,MDA,4033963,,0,"Epidemic intelligence, national daily data",2020-01-30
Turkey,TR,TUR,82003882,,0,"Epidemic intelligence, national daily data",2020-02-22
Croatia,HR,HRV,4076246,,0,"Epidemic intelligence, national daily data",2020-02-16
Spain,ES,ESP,46937060,,213,"Epidemic intelligence, national daily data",2020-05-07
Albania,AL,ALB,2862427,,5,"Epidemic intelligence, national daily data",2020-07-25
Albania,AL,ALB,2862427,,1,"Epidemic intelligence, national daily data",2020-05-25
Ireland,IE,IRL,4904240,,0,"Epidemic intelligence, national daily data",2020-06-30
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-07-07
Greece,EL,GRC,10724599,,1,"Epidemic intelligence, national daily data",2020-08-30
United Kingdom,UK,GBR,66647112,,3,"Epidemic intelligence, national daily data",2020-08-09
Ireland,IE,IRL,4904240,,0,"Epidemic intelligence, national daily data",2020-02-27
Hungary,HU,HUN,9772756,,0,"Epidemic intelligence, national daily data",2020-07-27
North Macedonia,MK,MKD,2077132,,4,"Epidemic intelligence, national daily data",2020-04-28
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-08-22
Belgium,BE,BEL,11455519,,107,"Epidemic intelligence, national daily data",2020-03-26
Montenegro,ME,MNE,622182,,0,"Epidemic intelligence, national daily data",2020-05-29
Belgium,BE,BEL,11455519,,9,"Epidemic intelligence, national daily data",2020-09-30
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-02-19
Finland,FI,FIN,5517919,,0,"Epidemic intelligence, national daily data",2020-10-13
Ireland,IE,IRL,4904240,,0,"Epidemic intelligence, national daily data",2020-01-24
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-03-17
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-06-07
Bosnia and Herzegovina,BA,BIH,3280815,,6,"Epidemic intelligence, national daily data",2020-10-25
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-04-03
Germany,DE,DEU,83019213,,184,"Epidemic intelligence, national daily data",2020-04-05
Croatia,HR,HRV,4076246,,3,"Epidemic intelligence, national daily data",2020-07-27
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-03-24
Malta,MT,MLT,493559,,1,"Epidemic intelligence, national daily data",2020-10-21
Andorra,AD,AND,76177,,2,"Epidemic intelligence, national daily data",2020-03-31
Ukraine,UA,UKR,43733759,,0,"Epidemic intelligence, national daily data",2020-01-12
Spain,ES,ESP,46937060,,2,"Epidemic intelligence, national daily data",2020-06-24
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-03-23
Czechia,CZ,CZE,10649800,,0,"Epidemic intelligence, national daily data",2020-03-09
United Kingdom,UK,GBR,66647112,,50,"Epidemic intelligence, national daily data",2020-10-13
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-09-23
Finland,FI,FIN,5517919,,4,"Epidemic intelligence, national daily data",2020-05-27
Ukraine,UA,UKR,43733759,,0,"Epidemic intelligence, national daily data",2020-01-08
Austria,AT,AUT,8858775,,7,"Epidemic intelligence, national daily data",2020-05-03
Slovenia,SI,SVN,2080908,,1,"Epidemic intelligence, national daily data",2020-08-14
Ukraine,UA,UKR,43733759,,141,"Epidemic intelligence, national daily data",2020-10-22
Ukraine,UA,UKR,43733759,,6,"Epidemic intelligence, national daily data",2020-05-26
Gibraltar,GI,GIB,33691,,0,"Epidemic intelligence, national daily data",2020-02-23
Russia,RU,RUS,145934460,,0,"Epidemic intelligence, national daily data",2020-03-17
Serbia,RS,SRB,6963764,,3,"Epidemic intelligence, national daily data",2020-08-23
Belgium,BE,BEL,11455519,,0,"Epidemic intelligence, national daily data",2020-02-25
Denmark,DK,DNK,5806081,,1,"Epidemic intelligence, national daily data",2020-09-27
Poland,PL,POL,37972812,,28,"Epidemic intelligence, national daily data",2020-04-17
Austria,AT,AUT,8858775,,16,"Epidemic intelligence, national daily data",2020-04-07
Greece,EL,GRC,10724599,,2,"Epidemic intelligence, national daily data",2020-03-23
Norway,NO,NOR,5328212,,1,"Epidemic intelligence, national daily data",2020-07-17
Lithuania,LT,LTU,2794184,,3,"Epidemic intelligence, national daily data",2020-10-15
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-08-12
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-01-23
Portugal,PT,PRT,10276617,,5,"Epidemic intelligence, national daily data",2020-09-06
Denmark,DK,DNK,5806081,,3,"Epidemic intelligence, national daily data",2020-05-31
Turkey,TR,TUR,82003882,,1,"Epidemic intelligence, national daily data",2020-03-19
Azerbaijan,AZ,AZE,10139175,,4,"Epidemic intelligence, national daily data",2020-06-08
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-01-20
Hungary,HU,HUN,9772756,,0,"Epidemic intelligence, national daily data",2020-08-09
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-01-04
Greece,EL,GRC,10724599,,0,"Epidemic intelligence, national daily data",2020-07-30
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-07-19
Czechia,CZ,CZE,10649800,,0,"Epidemic intelligence, national daily data",2020-07-11
Ukraine,UA,UKR,43733759,,12,"Epidemic intelligence, national daily data",2020-04-11
Belgium,BE,BEL,11455519,,0,"Epidemic intelligence, national daily data",2020-01-08
Spain,ES,ESP,46937060,,0,"Epidemic intelligence, national daily data",2020-01-04
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-10-08
Turkey,TR,TUR,82003882,,123,"Epidemic intelligence, national daily data",2020-04-21
Slovenia,SI,SVN,2080908,,0,"Epidemic intelligence, national daily data",2020-05-25
Portugal,PT,PRT,10276617,,0,"Epidemic intelligence, national daily data",2020-01-23
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-03-25
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-05-03
Russia,RU,RUS,145934460,,168,"Epidemic intelligence, national daily data",2020-07-05
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-08-08
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-03-07
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-08-08
Sweden,SE,SWE,10230185,,0,"Epidemic intelligence, national daily data",2020-02-08
Albania,AL,ALB,2862427,,0,"Epidemic intelligence, national daily data",2020-03-11
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-08-06
Netherlands,NL,NLD,17282163,,4,"Epidemic intelligence, national daily data",2020-03-17
Turkey,TR,TUR,82003882,,17,"Epidemic intelligence, national daily data",2020-08-01
Serbia,RS,SRB,6963764,,0,"Epidemic intelligence, national daily data",2020-01-18
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-01-09
Romania,RO,ROU,19414458,,10,"Epidemic intelligence, national daily data",2020-05-16
Sweden,SE,SWE,10230185,,41,"Epidemic intelligence, national daily data",2020-05-30
Sweden,SE,SWE,10230185,,4,"Epidemic intelligence, national daily data",2020-09-26
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-06-08
Sweden,SE,SWE,10230185,,2,"Epidemic intelligence, national daily data",2020-09-11
Hungary,HU,HUN,9772756,,0,"Epidemic intelligence, national daily data",2020-02-17
Netherlands,NL,NLD,17282163,,84,"Epidemic intelligence, national daily data",2020-05-08
Greece,EL,GRC,10724599,,0,"Epidemic intelligence, national daily data",2020-02-22
San Marino,SM,SMR,34453,,0,"Epidemic intelligence, national daily data",2020-06-19
Hungary,HU,HUN,9772756,,12,"Epidemic intelligence, national daily data",2020-04-30
Switzerland,CH,CHE,8544527,,0,"Epidemic intelligence, national daily data",2020-01-02
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-03-30
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-06-30
Hungary,HU,HUN,9772756,,1,"Epidemic intelligence, national daily data",2020-08-17
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-08-23
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-06-24
Belarus,BY,BLR,9449321,,6,"Epidemic intelligence, national daily data",2020-08-26
Portugal,PT,PRT,10276617,,6,"Epidemic intelligence, national daily data",2020-07-22
Albania,AL,ALB,2862427,,0,"Epidemic intelligence, national daily data",2020-05-28
Finland,FI,FIN,5517919,,6,"Epidemic intelligence, national daily data",2020-05-06
Lithuania,LT,LTU,2794184,,0,"Epidemic intelligence, national daily data",2020-02-24
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-05-26
Ukraine,UA,UKR,43733759,,1,"Epidemic intelligence, national daily data",2020-03-27
Finland,FI,FIN,5517919,,4,"Epidemic intelligence, national daily data",2020-04-20
Serbia,RS,SRB,6963764,,1,"Epidemic intelligence, national daily data",2020-06-02
France,FR,FRA,67012883,,3,"Epidemic intelligence, national daily data",2020-08-16
Italy,IT,ITA,60359546,,14,"Epidemic intelligence, national daily data",2020-09-15
Switzerland,CH,CHE,8544527,,1,"Epidemic intelligence, national daily data",2020-06-17
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-07-04
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-01-23
Russia,RU,RUS,145934460,,40,"Epidemic intelligence, national daily data",2020-04-19
Azerbaijan,AZ,AZE,10139175,,6,"Epidemic intelligence, national daily data",2020-07-05
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-01-21
Monaco,MC,MCO,33085,,0,"Epidemic intelligence, national daily data",2020-09-29
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-03-28
Slovakia,SK,SVK,5450421,,17,"Epidemic intelligence, national daily data",2020-10-23
Czechia,CZ,CZE,10649800,,0,"Epidemic intelligence, national daily data",2020-01-14
the Holy See/ Vatican City State,VA,VAT,809,,0,"Epidemic intelligence, national daily data",2020-08-30
North Macedonia,MK,MKD,2077132,,12,"Epidemic intelligence, national daily data",2020-10-23
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-09-10
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-02-04
Belgium,BE,BEL,11455519,,31,"Epidemic intelligence, national daily data",2020-05-18
Armenia,AM,ARM,2963234,,0,"Epidemic intelligence, national daily data",2020-01-12
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-05-31
Italy,IT,ITA,60359546,,12,"Epidemic intelligence, national daily data",2020-07-11
Turkey,TR,TUR,82003882,,20,"Epidemic intelligence, national daily data",2020-08-27
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-06-01
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-09-07
Switzerland,CH,CHE,8544527,,1,"Epidemic intelligence, national daily data",2020-09-07
Bulgaria,BG,BGR,7000039,,0,"Epidemic intelligence, national daily data",2020-01-10
Andorra,AD,AND,76177,,0,"Epidemic intelligence, national daily data",2020-05-30
Guernsey,GG,GGY,64468,,0,"Epidemic intelligence, national daily data",2020-01-19
Slovenia,SI,SVN,2080908,,1,"Epidemic intelligence, national daily data",2020-08-09
Italy,IT,ITA,60359546,,4,"Epidemic intelligence, national daily data",2020-08-31
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-03-15
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-10-02
Belarus,BY,BLR,9449321,,5,"Epidemic intelligence, national daily data",2020-04-07
North Macedonia,MK,MKD,2077132,,8,"Epidemic intelligence, national daily data",2020-06-25
Switzerland,CH,CHE,8544527,,24,"Epidemic intelligence, national daily data",2020-04-20
Luxembourg,LU,LUX,613894,,0,"Epidemic intelligence, national daily data",2020-06-03
Norway,NO,NOR,5328212,,0,"Epidemic intelligence, national daily data",2020-10-04
Slovakia,SK,SVK,5450421,,0,"Epidemic intelligence, national daily data",2020-09-02
Latvia,LV,LVA,1919968,,0,"Epidemic intelligence, national daily data",2020-08-06
Malta,MT,MLT,493559,,0,"Epidemic intelligence, national daily data",2020-01-28
Hungary,HU,HUN,9772756,,2,"Epidemic intelligence, national daily data",2020-06-03
Russia,RU,RUS,145934460,,279,"Epidemic intelligence, national daily data",2020-10-18
Finland,FI,FIN,5517919,,1,"Epidemic intelligence, national daily data",2020-06-12
Germany,DE,DEU,83019213,,0,"Epidemic intelligence, national daily data",2020-08-16
Bulgaria,BG,BGR,7000039,,3,"Epidemic intelligence, national daily data",2020-05-27
Sweden,SE,SWE,10230185,,85,"Epidemic intelligence, national daily data",2020-04-21
Albania,AL,ALB,2862427,,1,"Epidemic intelligence, national daily data",2020-06-17
Isle of Man,,,85032,,0,"Epidemic intelligence, national daily data",2020-02-09
Azerbaijan,AZ,AZE,10139175,,1,"Epidemic intelligence, national daily data",2020-04-01
Serbia,RS,SRB,6963764,,8,"Epidemic intelligence, national daily data",2020-04-04
Germany,DE,DEU,83019213,,4,"Epidemic intelligence, national daily data",2020-07-06
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-07-03
Liechtenstein,LI,LIE,38378,,0,"Epidemic intelligence, national daily data",2020-08-18
Azerbaijan,AZ,AZE,10139175,,0,"Epidemic intelligence, national daily data",2020-04-27
Faroes,,,48865,,0,"Epidemic intelligence, national daily data",2020-09-25
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-04-30
United Kingdom,UK,GBR,66647112,,847,"Epidemic intelligence, national daily data",2020-04-23
Italy,IT,ITA,60359546,,27,"Epidemic intelligence, national daily data",2020-10-04
Bosnia and Herzegovina,BA,BIH,3280815,,3,"Epidemic intelligence, national daily data",2020-07-29
Cyprus,CY,CYP,875899,,0,"Epidemic intelligence, national daily data",2020-03-09
Jersey,JE,JEY,107796,,0,"Epidemic intelligence, national daily data",2020-10-03
Poland,PL,POL,37972812,,10,"Epidemic intelligence, national daily data",2020-05-31
Belgium,BE,BEL,11455519,,8,"Epidemic intelligence, national daily data",2020-06-28
Georgia,GE,GEO,3989175,,0,"Epidemic intelligence, national daily data",2020-05-03
Sweden,SE,SWE,10230185,,2,"Epidemic intelligence, national daily data",2020-08-02
Iceland,IS,ISL,356991,,0,"Epidemic intelligence, national daily data",2020-01-30
Montenegro,ME,MNE,622182,,1,"Epidemic intelligence, national daily data",2020-08-01
Montenegro,ME,MNE,622182,,5,"Epidemic intelligence, national daily data",2020-10-19
Russia,RU,RUS,145934460,,167,"Epidemic intelligence, national daily data",2020-07-17
Slovenia,SI,SVN,2080908,,2,"Epidemic intelligence, national daily data",2020-09-19
